Insight:
Page 00108000 and page 1fff000000 are accessed most. 

Since most Instruction access refers to page 00108000, page 00108000 is where Instructions, such as "comparision", "add", ..., are stored.
Since most Data access refers to page 1fff000000, Page 1fff000000 is where ptr, Marix A,B and C stored(through malloc in heap).

Trace file: addr-simpleloop

Counts:
 Instructions 120406
 Loads 50090
 Stores 10063
 Modifies 10006

Instructions:
00108000,120026
04cc3000,118
04cc0000,161
04cbf000,56
04d47000,40
04cc1000,2
04cc4000,3
Data:
1fff000000,60100
00308000,2
05016000,6
05017000,28
04068000,4
0501c000,1
05019000,7
05018000,2
0422a000,1
04227000,2
0501d000,10
0501e000,4
0501f000,4
05020000,4
05021000,4
05022000,4
05023000,4
05024000,4
05025000,4
05026000,4
05027000,4
05028000,4
05029000,4
0502a000,4
0502b000,4
0502c000,4
0502d000,4
0502e000,4
0502f000,4
05030000,4
05031000,4
05032000,4
05033000,4
05034000,4
05035000,4
05036000,4
05037000,4
05038000,4
05039000,4
0503a000,4
0503b000,4
0503c000,4
0503d000,4
0503e000,4
0503f000,4
05040000,4
05041000,4
05042000,4
05043000,4
05044000,4
05045000,4
05046000,4
05047000,4
05048000,4
05049000,4
0504a000,4
0504b000,4
0504c000,4
0504d000,4
0504e000,4
0504f000,4
05050000,4
05051000,4
05052000,4
05053000,4
05054000,4
05055000,4
05056000,4
05057000,4
05058000,4
05059000,4
0505a000,4
0505b000,4
0505c000,4
0505d000,4
0505e000,4
0505f000,4
05060000,4
05061000,4
05062000,4
05063000,4
05064000,4
05065000,4
05066000,4
05067000,4
05068000,4
05069000,4
0506a000,4
0506b000,4
0506c000,4
0506d000,4
0506e000,4
0506f000,4
05070000,4
05071000,4
05072000,4
05073000,4
05074000,4
05075000,4
05076000,4
05077000,4
05078000,4
05079000,4
0507a000,4
0507b000,4
0507c000,4
0507d000,4
0507e000,4
0507f000,4
05080000,4
05081000,4
05082000,4
05083000,4
05084000,4
05085000,4
05086000,4
05087000,4
05088000,4
05089000,4
0508a000,4
0508b000,4
0508c000,4
0508d000,4
0508e000,4
0508f000,4
05090000,4
05091000,4
05092000,4
05093000,4
05094000,4
05095000,4
05096000,4
05097000,4
05098000,4
05099000,4
0509a000,4
0509b000,4
0509c000,4
0509d000,4
0509e000,4
0509f000,4
050a0000,4
050a1000,4
050a2000,4
050a3000,4
050a4000,4
050a5000,4
050a6000,4
050a7000,4
050a8000,4
050a9000,4
050aa000,4
050ab000,4
050ac000,4
050ad000,4
050ae000,4
050af000,4
050b0000,4
050b1000,4
050b2000,4
050b3000,4
050b4000,4
050b5000,4
050b6000,4
050b7000,4
050b8000,4
050b9000,4
050ba000,4
050bb000,4
050bc000,4
050bd000,4
050be000,4
050bf000,4
050c0000,4
050c1000,4
050c2000,4
050c3000,4
050c4000,4
050c5000,4
050c6000,4
050c7000,4
050c8000,4
050c9000,4
050ca000,4
050cb000,4
050cc000,4
050cd000,4
050ce000,4
050cf000,4
050d0000,4
050d1000,4
050d2000,4
050d3000,4
050d4000,4
050d5000,4
050d6000,4
050d7000,4
050d8000,4
050d9000,4
050da000,4
050db000,4
050dc000,4
050dd000,4
050de000,4
050df000,4
050e0000,4
050e1000,4
050e2000,4
050e3000,4
050e4000,4
050e5000,4
050e6000,4
050e7000,4
050e8000,4
050e9000,4
050ea000,4
050eb000,4
050ec000,4
050ed000,4
050ee000,4
050ef000,4
050f0000,4
050f1000,4
050f2000,4
050f3000,4
050f4000,4
050f5000,4
050f6000,4
050f7000,4
050f8000,4
050f9000,4
050fa000,4
050fb000,4
050fc000,4
050fd000,4
050fe000,4
050ff000,4
05100000,4
05101000,4
05102000,4
05103000,4
05104000,4
05105000,4
05106000,4
05107000,4
05108000,4
05109000,4
0510a000,4
0510b000,4
0510c000,4
0510d000,4
0510e000,4
0510f000,4
05110000,4
05111000,4
05112000,4
05113000,4
05114000,4
05115000,4
05116000,4
05117000,4
05118000,4
05119000,4
0511a000,4
0511b000,4
0511c000,4
0511d000,4
0511e000,4
0511f000,4
05120000,4
05121000,4
05122000,4
05123000,4
05124000,4
05125000,4
05126000,4
05127000,4
05128000,4
05129000,4
0512a000,4
0512b000,4
0512c000,4
0512d000,4
0512e000,4
0512f000,4
05130000,4
05131000,4
05132000,4
05133000,4
05134000,4
05135000,4
05136000,4
05137000,4
05138000,4
05139000,4
0513a000,4
0513b000,4
0513c000,4
0513d000,4
0513e000,4
0513f000,4
05140000,4
05141000,4
05142000,4
05143000,4
05144000,4
05145000,4
05146000,4
05147000,4
05148000,4
05149000,4
0514a000,4
0514b000,4
0514c000,4
0514d000,4
0514e000,4
0514f000,4
05150000,4
05151000,4
05152000,4
05153000,4
05154000,4
05155000,4
05156000,4
05157000,4
05158000,4
05159000,4
0515a000,4
0515b000,4
0515c000,4
0515d000,4
0515e000,4
0515f000,4
05160000,4
05161000,4
05162000,4
05163000,4
05164000,4
05165000,4
05166000,4
05167000,4
05168000,4
05169000,4
0516a000,4
0516b000,4
0516c000,4
0516d000,4
0516e000,4
0516f000,4
05170000,4
05171000,4
05172000,4
05173000,4
05174000,4
05175000,4
05176000,4
05177000,4
05178000,4
05179000,4
0517a000,4
0517b000,4
0517c000,4
0517d000,4
0517e000,4
0517f000,4
05180000,4
05181000,4
05182000,4
05183000,4
05184000,4
05185000,4
05186000,4
05187000,4
05188000,4
05189000,4
0518a000,4
0518b000,4
0518c000,4
0518d000,4
0518e000,4
0518f000,4
05190000,4
05191000,4
05192000,4
05193000,4
05194000,4
05195000,4
05196000,4
05197000,4
05198000,4
05199000,4
0519a000,4
0519b000,4
0519c000,4
0519d000,4
0519e000,4
0519f000,4
051a0000,4
051a1000,4
051a2000,4
051a3000,4
051a4000,4
